MEA Commands - Full List Across Codebase
Total unique commands: 998
Total occurrences: 1927

MEA  Router Nat mapping read - Related to MEA internal engineering/debug command handling.
MEA 10g clear statistics - Related to MEA internal engineering/debug command handling.
MEA 10g create - Related to MEA internal engineering/debug command handling.
MEA 10g delete_stream - Related to MEA internal engineering/debug command handling.
MEA 10g disable_stream - Related to MEA internal engineering/debug command handling.
MEA 10g enable_stream - Related to MEA internal engineering/debug command handling.
MEA 10g show stream - Related to MEA internal engineering/debug command handling.
MEA 10g statistics - Related to MEA internal engineering/debug command handling.
MEA 10g user_data - Related to MEA internal engineering/debug command handling.
MEA 1588 delay rx - Related to MEA internal engineering/debug command handling.
MEA 1588 delay tx - Related to MEA internal engineering/debug command handling.
MEA 1588 rx - Related to MEA internal engineering/debug command handling.
MEA 1588 show - Related to MEA internal engineering/debug command handling.
MEA 1588 tx - Related to MEA internal engineering/debug command handling.
MEA 1588 vitesse-algorithm get - Related to MEA internal engineering/debug command handling.
MEA 1588 vitesse-algorithm set - Related to MEA internal engineering/debug command handling.
MEA bridge aging enable - Related to MEA internal engineering/debug command handling.
MEA bridge aging show - Related to MEA internal engineering/debug command handling.
MEA bridge aging start - Related to MEA internal engineering/debug command handling.
MEA bridge aging time - Related to MEA internal engineering/debug command handling.
MEA bridge ddrtest - Related to MEA internal engineering/debug command handling.
MEA bridge delete - Related to MEA internal engineering/debug command handling.
MEA bridge duplicate - Related to MEA internal engineering/debug command handling.
MEA bridge duplicate_mac - Related to MEA internal engineering/debug command handling.
MEA bridge edit - Related to MEA internal engineering/debug command handling.
MEA bridge enable - Related to MEA internal engineering/debug command handling.
MEA bridge erase - Related to MEA internal engineering/debug command handling.
MEA bridge event - Related to MEA internal engineering/debug command handling.
MEA bridge find - Related to MEA internal engineering/debug command handling.
MEA bridge hash delete - Related to MEA internal engineering/debug command handling.
MEA bridge hash get - Related to MEA internal engineering/debug command handling.
MEA bridge hash getType - Related to MEA internal engineering/debug command handling.
MEA bridge hash read - Related to MEA internal engineering/debug command handling.
MEA bridge hash set - Related to MEA internal engineering/debug command handling.
MEA bridge hash type1 - Related to MEA internal engineering/debug command handling.
MEA bridge hash type2 - Related to MEA internal engineering/debug command handling.
MEA bridge hash write - Related to MEA internal engineering/debug command handling.
MEA bridge insert - Related to MEA internal engineering/debug command handling.
MEA bridge learning - Related to MEA internal engineering/debug command handling.
MEA bridge maclimit add - Related to MEA internal engineering/debug command handling.
MEA bridge maclimit create - Related to MEA internal engineering/debug command handling.
MEA bridge maclimit delete - Related to MEA internal engineering/debug command handling.
MEA bridge maclimit get - Related to MEA internal engineering/debug command handling.
MEA bridge maclimit set - Related to MEA internal engineering/debug command handling.
MEA bridge maclimit show - Related to MEA internal engineering/debug command handling.
MEA bridge policer - Related to MEA internal engineering/debug command handling.
MEA bridge raminit - Related to MEA internal engineering/debug command handling.
MEA bridge read - Related to MEA internal engineering/debug command handling.
MEA bridge show - Related to MEA internal engineering/debug command handling.
MEA bridge write - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring search_hashTable - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set 5_tuple_key - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set analyze_timer - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set exclude_5_tuple_key - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set exclude_5_tuple_key delete - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set focus_entry - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set hash_level - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set mask - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring set on_port - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring show - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring show_final_result - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring show_max_rate - Related to MEA internal engineering/debug command handling.
MEA bw_monitoring start_analyze - Related to MEA internal engineering/debug command handling.
MEA counter cluster - Related to MEA internal engineering/debug command handling.
MEA debug counter avqsize - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp MY_IP update - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp myip set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp myip show - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp profile set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp profile show - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_etype_and_mac etype update - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_etype_and_mac etype_location get - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_etype_and_mac etype_location update - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_etype_and_mac get - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_etype_and_mac mac update - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_etype_and_mac update - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_mc_addr get - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp rad_oam_mc_addr update - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg macseckey set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg macseckey show - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg oam global etype set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg oam global mac set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg oam global show - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg oam mac set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reg oam mac show - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp reinit - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp show cam - Related to internal debug state, parser, counters, queues, and logs.
MEA debug lxcp show l2cp - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam ccm - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam counter - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam lmco - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam lmst - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam lmTable - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam pm - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam search - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam show ccm - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam show counter - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam show opcode - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam show search - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam show status - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam show txh - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam status - Related to internal debug state, parser, counters, queues, and logs.
MEA debug oam txh - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser clear - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set all - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set color - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set da - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set ethpri - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set ethtype - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set l2p - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set net_pri - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set net_tag1 - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set net_tag2 - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set nettype - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set oam - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set pri_rule - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set ptp - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set sa - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set sec - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set sid - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set src_port - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set vlaneth - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser set vlanpri - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser show - Related to internal debug state, parser, counters, queues, and logs.
MEA debug parser type - Related to internal debug state, parser, counters, queues, and logs.
MEA debug phy dmm - Related to internal debug state, parser, counters, queues, and logs.
MEA debug pll read - Related to internal debug state, parser, counters, queues, and logs.
MEA debug pll write - Related to internal debug state, parser, counters, queues, and logs.
MEA debug policer set - Related to internal debug state, parser, counters, queues, and logs.
MEA debug port rx - Related to internal debug state, parser, counters, queues, and logs.
MEA debug port tx - Related to internal debug state, parser, counters, queues, and logs.
MEA debug queue cl2Port - Related to internal debug state, parser, counters, queues, and logs.
MEA debug queue map - Related to internal debug state, parser, counters, queues, and logs.
MEA debug queue option - Related to internal debug state, parser, counters, queues, and logs.
MEA debug queue pri - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show acl - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show action - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show bmqs - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show bqstatus - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show cl2p - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show classifier - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show clq - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show clv - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show counter - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show drop - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show edit - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show indx - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show mqs - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show muedit - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show policer - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show port - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show port conf - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show port policer - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show profile - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show queue - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show service - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show wfqc - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show wfqq - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show wred - Related to internal debug state, parser, counters, queues, and logs.
MEA debug show xper - Related to internal debug state, parser, counters, queues, and logs.
MEA debug test first - Related to internal debug state, parser, counters, queues, and logs.
MEA debug test second - Related to internal debug state, parser, counters, queues, and logs.
MEA debug test tab - Related to internal debug state, parser, counters, queues, and logs.
MEA debug test tabwr - Related to internal debug state, parser, counters, queues, and logs.
MEA debug test time - Related to internal debug state, parser, counters, queues, and logs.
MEA ds2081 pages - Related to DS2081 component status/pages diagnostics.
MEA ds2081 show - Related to DS2081 component status/pages diagnostics.
MEA envelop rank add - Related to MEA internal engineering/debug command handling.
MEA envelop rank delete - Related to MEA internal engineering/debug command handling.
MEA envelop rank set - Related to MEA internal engineering/debug command handling.
MEA envelop set - Related to MEA internal engineering/debug command handling.
MEA envelop show - Related to MEA internal engineering/debug command handling.
MEA eth 10g link - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth asic los - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth asic read - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth asic show - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth asic write - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth fpga read - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth fpga show - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth fpga write - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth phy clk  get - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth phy clk  set - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth phy link - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth phy macShow - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 init - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 nobypass - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 page0 - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 page1 - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 read - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 show - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth sfp30 write - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth show - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts auto - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts autoneg no - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts autoneg reset - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts autoneg set - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts crcShow - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts down - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts farloop - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts get - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts gpio write - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts macShow - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts nearloop - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts noget - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts page read - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts page write - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts print - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts read - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts reset - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts rst - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts show - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA eth vts write - Related to Ethernet PHY/SFP/VTS controls and diagnostics.
MEA event config - Related to MEA internal engineering/debug command handling.
MEA event show - Related to MEA internal engineering/debug command handling.
MEA eye checkers create - Related to MEA internal engineering/debug command handling.
MEA eye checkers done - Related to MEA internal engineering/debug command handling.
MEA eye checkers enable - Related to MEA internal engineering/debug command handling.
MEA eye checkers reset - Related to MEA internal engineering/debug command handling.
MEA eye checkers set - Related to MEA internal engineering/debug command handling.
MEA eye checkers show - Related to MEA internal engineering/debug command handling.
MEA eye checkers snapshot - Related to MEA internal engineering/debug command handling.
MEA eye equlizer get - Related to MEA internal engineering/debug command handling.
MEA eye equlizer set - Related to MEA internal engineering/debug command handling.
MEA eye equlizer show - Related to MEA internal engineering/debug command handling.
MEA eye error inject - Related to MEA internal engineering/debug command handling.
MEA eye polarity set - Related to MEA internal engineering/debug command handling.
MEA eye polarity show - Related to MEA internal engineering/debug command handling.
MEA eye prbs create - Related to MEA internal engineering/debug command handling.
MEA eye prbs stop - Related to MEA internal engineering/debug command handling.
MEA eye stratix create - Related to MEA internal engineering/debug command handling.
MEA fpga load - Related to MEA internal engineering/debug command handling.
MEA fpga phyreinit - Related to MEA internal engineering/debug command handling.
MEA fpga reinit - Related to MEA internal engineering/debug command handling.
MEA generator clear statistics - Related to MEA internal engineering/debug command handling.
MEA generator create - Related to MEA internal engineering/debug command handling.
MEA generator delete_stream - Related to MEA internal engineering/debug command handling.
MEA generator disable_stream - Related to MEA internal engineering/debug command handling.
MEA generator enable_stream - Related to MEA internal engineering/debug command handling.
MEA generator payload_type - Related to MEA internal engineering/debug command handling.
MEA generator show counter - Related to MEA internal engineering/debug command handling.
MEA generator show hader - Related to MEA internal engineering/debug command handling.
MEA generator show payload - Related to MEA internal engineering/debug command handling.
MEA generator show stream - Related to MEA internal engineering/debug command handling.
MEA generator statistics - Related to MEA internal engineering/debug command handling.
MEA generator user_data - Related to MEA internal engineering/debug command handling.
MEA globals combo set - Related to MEA internal engineering/debug command handling.
MEA globals combo show - Related to MEA internal engineering/debug command handling.
MEA globals eth port read - Related to MEA internal engineering/debug command handling.
MEA globals eth port write - Related to MEA internal engineering/debug command handling.
MEA globals eth type read - Related to MEA internal engineering/debug command handling.
MEA globals eth type write - Related to MEA internal engineering/debug command handling.
MEA globals get - Related to MEA internal engineering/debug command handling.
MEA globals ihp config countera - Related to MEA internal engineering/debug command handling.
MEA globals ihp config emulmode - Related to MEA internal engineering/debug command handling.
MEA globals ihp config inga - Related to MEA internal engineering/debug command handling.
MEA globals ihp config ingb - Related to MEA internal engineering/debug command handling.
MEA globals ihp config ingc - Related to MEA internal engineering/debug command handling.
MEA globals ihp config ratiob - Related to MEA internal engineering/debug command handling.
MEA globals ihp config ratioc - Related to MEA internal engineering/debug command handling.
MEA globals ihp config show - Related to MEA internal engineering/debug command handling.
MEA globals set bclimit - Related to MEA internal engineering/debug command handling.
MEA globals set bmqs - Related to MEA internal engineering/debug command handling.
MEA globals set ccmcpu - Related to MEA internal engineering/debug command handling.
MEA globals set ccmoam - Related to MEA internal engineering/debug command handling.
MEA globals set combo_mode - Related to MEA internal engineering/debug command handling.
MEA globals set deficite - Related to MEA internal engineering/debug command handling.
MEA globals set fetr - Related to MEA internal engineering/debug command handling.
MEA globals set gigatr - Related to MEA internal engineering/debug command handling.
MEA globals set ignor - Related to MEA internal engineering/debug command handling.
MEA globals set mqs - Related to MEA internal engineering/debug command handling.
MEA globals set mqsbuffer - Related to MEA internal engineering/debug command handling.
MEA globals set policer - Related to MEA internal engineering/debug command handling.
MEA globals set protect mode - Related to MEA internal engineering/debug command handling.
MEA globals set protection - Related to MEA internal engineering/debug command handling.
MEA globals set rank - Related to MEA internal engineering/debug command handling.
MEA globals set shaper - Related to MEA internal engineering/debug command handling.
MEA globals set userprotect - Related to MEA internal engineering/debug command handling.
MEA globals set wfqc - Related to MEA internal engineering/debug command handling.
MEA globals set wfqq - Related to MEA internal engineering/debug command handling.
MEA globals set wred - Related to MEA internal engineering/debug command handling.
MEA gps entu read - Related to MEA internal engineering/debug command handling.
MEA gps entu write - Related to MEA internal engineering/debug command handling.
MEA gps event - Related to MEA internal engineering/debug command handling.
MEA gps show - Related to MEA internal engineering/debug command handling.
MEA HS cluster master get - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster master set - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster port get - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster port set - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster shaper bucket - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster shaper get - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster shaper set - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster swb get - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster swb set - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster Weight get - Related to hierarchical scheduler and cluster shaping.
MEA HS cluster Weight set - Related to hierarchical scheduler and cluster shaping.
MEA HS port level show - Related to hierarchical scheduler and cluster shaping.
